"","scientific_name","region_name"
"6929","Sorsogona tuberculata","Central Western Shelf Transition "
"6930","Sphyraena jello","Central Western Shelf Transition "
"6931","Sphyraena obtusata","Central Western Shelf Transition "
"6932","Sphyraena pinguis","Central Western Shelf Transition "
"6933","Sphyrna lewini","Central Western Shelf Transition "
"6934","Sphyrna mokarran","Central Western Shelf Transition "
"6935","Sphyrna zygaena","Central Western Shelf Transition "
"6936","Spratelloides delicatulus","Central Western Shelf Transition "
"6937","Spratelloides gracilis","Central Western Shelf Transition "
"6938","Spratelloides robustus","Central Western Shelf Transition "
"6939","Squalus megalops","Central Western Shelf Transition "
"6940","Squamicreedia obtusa","Central Western Shelf Transition "
"6941","Stanulus seychellensis","Central Western Shelf Transition "
"6942","Stegastes fasciolatus","Central Western Shelf Transition "
"6943","Stegastes nigricans","Central Western Shelf Transition "
"6944","Stegastes obreptus","Central Western Shelf Transition "
"6945","Stegastes punctatus","Central Western Shelf Transition "
"6946","Stegostoma fasciatum","Central Western Shelf Transition "
"6947","Stethojulis bandanensis","Central Western Shelf Transition "
"6948","Stethojulis interrupta","Central Western Shelf Transition "
"6949","Stethojulis strigiventer","Central Western Shelf Transition "
"6950","Strongylura strongylura","Central Western Shelf Transition "
"6951","Suezichthys cyanolaemus","Central Western Shelf Transition "
"6952","Suezichthys soelae","Central Western Shelf Transition "
"6953","Sufflamen bursa","Central Western Shelf Transition "
"6954","Sufflamen chrysopterus","Central Western Shelf Transition "
"6955","Sufflamen fraenatum","Central Western Shelf Transition "
"6956","Sunagocia otaitensis","Central Western Shelf Transition "
"6957","Symphorus nematophorus","Central Western Shelf Transition "
"6958","Synanceia horrida","Central Western Shelf Transition "
"6959","Synanceia verrucosa","Central Western Shelf Transition "
"6960","Syngnathoides biaculeatus","Central Western Shelf Transition "
"6961","Synodus dermatogenys","Central Western Shelf Transition "
"6962","Synodus jaculum","Central Western Shelf Transition "
"6963","Synodus sageneus","Central Western Shelf Transition "
"6964","Synodus variegatus","Central Western Shelf Transition "
"6965","Taeniamia fucata","Central Western Shelf Transition "
"6966","Taeniura lymma","Central Western Shelf Transition "
"6967","Taeniurops meyeni","Central Western Shelf Transition "
"6968","Tathicarpus butleri","Central Western Shelf Transition "
"6969","Tentoriceps cristatus","Central Western Shelf Transition "
"6970","Terapon jarbua","Central Western Shelf Transition "
"6971","Tetrosomus reipublicae","Central Western Shelf Transition "
"6972","Thalassoma amblycephalus","Central Western Shelf Transition "
"6973","Thalassoma hardwicke","Central Western Shelf Transition "
"6974","Thalassoma lunare","Central Western Shelf Transition "
"6975","Thalassoma lutescens","Central Western Shelf Transition "
"6976","Thalassoma purpureum","Central Western Shelf Transition "
"6977","Thalassoma septemfasciatum","Central Western Shelf Transition "
"6978","Thamnaconus modestoides","Central Western Shelf Transition "
"6979","Thamnaconus tessellatus","Central Western Shelf Transition "
"6980","Thunnus alalunga","Central Western Shelf Transition "
"6981","Thunnus albacares","Central Western Shelf Transition "
"6982","Thunnus maccoyii","Central Western Shelf Transition "
"6983","Thunnus tonggol","Central Western Shelf Transition "
"6984","Torpedo macneilli","Central Western Shelf Transition "
"6985","Torquigener pallimaculatus","Central Western Shelf Transition "
"6986","Torquigener parcuspinus","Central Western Shelf Transition "
"6987","Torquigener pleurogramma","Central Western Shelf Transition "
"6988","Torquigener whitleyi","Central Western Shelf Transition "
"6989","Trachinotus baillonii","Central Western Shelf Transition "
"6990","Trachinotus blochii","Central Western Shelf Transition "
"6991","Trachyrhamphus bicoarctatus","Central Western Shelf Transition "
"6992","Tragulichthys jaculiferus","Central Western Shelf Transition "
"6993","Triaenodon obesus","Central Western Shelf Transition "
"6994","Trichiurus lepturus","Central Western Shelf Transition "
"6995","Trimma lantana","Central Western Shelf Transition "
"6996","Trimma okinawae","Central Western Shelf Transition "
"6997","Tylosurus crocodila","Central Western Shelf Transition "
"6998","Tylosurus gavialoides","Central Western Shelf Transition "
"6999","Ucla xenogrammus","Central Western Shelf Transition "
"7000","Upeneus australiae","Central Western Shelf Transition "
"7001","Upeneus moluccensis","Central Western Shelf Transition "
"7002","Upeneus torres","Central Western Shelf Transition "
"7003","Upeneus tragula","Central Western Shelf Transition "
"7004","Upeneus vittatus","Central Western Shelf Transition "
"7005","Uranoscopus bicinctus","Central Western Shelf Transition "
"7006","Uranoscopus cognatus","Central Western Shelf Transition "
"7007","Urogymnus asperrimus","Central Western Shelf Transition "
"7008","Urolophus flavomosaicus","Central Western Shelf Transition "
"7009","Uropterygius concolor","Central Western Shelf Transition "
"7010","Valenciennea alleni","Central Western Shelf Transition "
"7011","Valenciennea immaculata","Central Western Shelf Transition "
"7012","Valenciennea longipinnis","Central Western Shelf Transition "
"7013","Valenciennea muralis","Central Western Shelf Transition "
"7014","Valenciennea puellaris","Central Western Shelf Transition "
"7015","Vanderhorstia ornatissima","Central Western Shelf Transition "
"7016","Variola louti","Central Western Shelf Transition "
"7017","Velifer hypselopterus","Central Western Shelf Transition "
"7018","Xenojulis margaritacea","Central Western Shelf Transition "
"7019","Xiphasia setifer","Central Western Shelf Transition "
"7020","Yongeichthys nebulosus","Central Western Shelf Transition "
"7021","Zanclus cornutus","Central Western Shelf Transition "
"7022","Zebrasoma scopas","Central Western Shelf Transition "
"7023","Zebrasoma veliferum","Central Western Shelf Transition "
"7024","Zebrias cancellatus","Central Western Shelf Transition "
"7025","Zebrias craticula","Central Western Shelf Transition "
"7026","Zebrias quagga","Central Western Shelf Transition "
"7027","Zenopsis nebulosa","Central Western Shelf Transition "
"7028","Zephyrichthys barryi","Central Western Shelf Transition "
"7029","Zeus faber","Central Western Shelf Transition "
"7030","Aldrovandia affinis","Central Western Transition "
"7031","Aldrovandia phalacra","Central Western Transition "
"7032","Alepocephalus antipodianus","Central Western Transition "
"7033","Alepocephalus owstoni","Central Western Transition "
"7034","Alepocephalus triangularis","Central Western Transition "
"7035","Allocyttus verrucosus","Central Western Transition "
"7036","Allothunnus fallai","Central Western Transition "
"7037","Alopias pelagicus","Central Western Transition "
"7038","Alopias vulpinus","Central Western Transition "
"7039","Anoplogaster cornuta","Central Western Transition "
"7040","Anotopterus vorax","Central Western Transition "
"7041","Antigonia rubescens","Central Western Transition "
"7042","Antimora rostrata","Central Western Transition "
"7043","Apristurus sinensis","Central Western Transition "
"7044","Argentina australiae","Central Western Transition "
"7045","Argyropelecus hemigymnus","Central Western Transition "
"7046","Argyropelecus sladeni","Central Western Transition "
"7047","Ariomma luridum","Central Western Transition "
"7048","Ariosoma mauritianum","Central Western Transition "
"7049","Asquamiceps caeruleus","Central Western Transition "
"7050","Ateleopus japonicus","Central Western Transition "
"7051","Auxis rochei","Central Western Transition "
"7052","Auxis thazard","Central Western Transition "
"7053","Bajacalifornia calcarata","Central Western Transition "
"7054","Barbourisia rufa","Central Western Transition "
"7055","Bassozetus galatheae","Central Western Transition "
"7056","Bassozetus glutinosus","Central Western Transition "
"7057","Bathophilus nigerrimus","Central Western Transition "
"7058","Bathyclupea gracilis","Central Western Transition "
"7059","Bathygadus spongiceps","Central Western Transition "
"7060","Bathypterois grallator","Central Western Transition "
"7061","Bathypterois guentheri","Central Western Transition "
"7062","Bathypterois ventralis","Central Western Transition "
"7063","Bathytroctes squamosus","Central Western Transition "
"7064","Bathyuroconger vicinus","Central Western Transition "
"7065","Bembras longipinnis","Central Western Transition "
"7066","Bembrops curvatura","Central Western Transition "
"7067","Bembrops filifer","Central Western Transition "
"7068","Benthosema fibulatum","Central Western Transition "
"7069","Benthosema suborbitale","Central Western Transition "
"7070","Beryx splendens","Central Western Transition "
"7071","Blachea xenobranchialis","Central Western Transition "
"7072","Bolinichthys indicus","Central Western Transition "
"7073","Bolinichthys pyrsobolus","Central Western Transition "
"7074","Bonapartia pedaliota","Central Western Transition "
"7075","Brama orcini","Central Western Transition "
"7076","Branchiostegus australiensis","Central Western Transition "
"7077","Bregmaceros japonicus","Central Western Transition "
"7078","Carcharhinus longimanus","Central Western Transition "
"7079","Carcharhinus obscurus","Central Western Transition "
"7080","Centroberyx australis","Central Western Transition "
"7081","Centrobranchus nigroocellatus","Central Western Transition "
"7082","Centrolophus niger","Central Western Transition "
"7083","Centrophorus granulosus","Central Western Transition "
"7084","Centrophorus moluccensis","Central Western Transition "
"7085","Centroscyllium kamoharai","Central Western Transition "
"7086","Centroscymnus owstonii","Central Western Transition "
"7087","Cephaloscyllium hiscosellum","Central Western Transition "
"7088","Ceratoscopelus warmingii","Central Western Transition "
"7089","Cetonurichthys subinflatus","Central Western Transition "
"7090","Cetonurus globiceps","Central Western Transition "
"7091","Cetorhinus maximus","Central Western Transition "
"7092","Champsodon nudivittis","Central Western Transition "
"7093","Champsodon pantolepis","Central Western Transition "
"7094","Chascanopsetta lugubris","Central Western Transition "
"7095","Chauliodus sloani","Central Western Transition "
"7096","Chaunacops melanostomus","Central Western Transition "
"7097","Chaunax nebulosus","Central Western Transition "
"7098","Chaunax penicillatus","Central Western Transition "
"7099","Cheilopogon furcatus","Central Western Transition "
"7100","Cheilopogon olgae","Central Western Transition "
"7101","Cheilopogon pinnatibarbatus","Central Western Transition "
"7102","Cheilopogon suttoni","Central Western Transition "
"7103","Chimaera argiloba","Central Western Transition "
"7104","Chimaera macrospina","Central Western Transition "
"7105","Chrionema chlorotaenia","Central Western Transition "
"7106","Citharoides macrolepidotus","Central Western Transition "
"7107","Citharoides orbitalis","Central Western Transition "
"7108","Coelorinchus charius","Central Western Transition "
"7109","Coelorinchus lasti","Central Western Transition "
"7110","Coelorinchus mirus","Central Western Transition "
"7111","Coelorinchus mycterismus","Central Western Transition "
"7112","Conocara microlepis","Central Western Transition "
"7113","Cookeolus japonicus","Central Western Transition "
"7114","Coryphaena hippurus","Central Western Transition "
"7115","Coryphaenoides rudis","Central Western Transition "
"7116","Cubiceps baxteri","Central Western Transition "
"7117","Cubiceps whiteleggii","Central Western Transition "
"7118","Cybiosarda elegans","Central Western Transition "
"7119","Cyclothone acclinidens","Central Western Transition "
"7120","Cyclothone alba","Central Western Transition "
"7121","Cyclothone braueri","Central Western Transition "
"7122","Cyclothone microdon","Central Western Transition "
"7123","Cyclothone obscura","Central Western Transition "
"7124","Cyclothone pallida","Central Western Transition "
"7125","Cyttopsis cypho","Central Western Transition "
"7126","Cyttopsis rosea","Central Western Transition "
